"UF";"Município";"Cargo";"Candidato";"Nr";"Partido";"Situação";"QtVN";"%VV";
"SP";"DUMONT";"Prefeito";"ADELINO DA SILVA CARNEIRO";"11";"PP";"Eleito";"2.606";"54,91"
"SP";"ECHAPORÃ";"Prefeito";"OSVALDO BEDUSQUE";"45";"PSDB";"Eleito";"2.902";"73,67"
"SP";"ELDORADO";"Prefeito";"DONIZETE ANTONIO DE OLIVEIRA";"14";"PTB";"Eleito";"3.978";"47,69"
"SP";"ELIAS FAUSTO";"Prefeito";"CYRO DA SILVA MAIA";"13";"PT";"Eleito";"4.731";"50,18"
"SP";"ELISIÁRIO";"Prefeito";"VALDECIR FERREIRA DE SOUZA";"45";"PSDB";"Eleito";"1.117";"50,50"
"SP";"EMBAÚBA";"Prefeito";"JESUS NATALINO PERES";"25";"DEM";"Eleito";"733";"37,17"
"SP";"EMBU";"Prefeito";"FRANCISCO NASCIMENTO DE BRITO";"13";"PT";"Eleito";"72.723";"59,57"
"SP";"EMBU-GUAÇU";"Prefeito";"CLODOALDO LEITE DA SILVA";"15";"PMDB";"Eleito";"19.184";"54,61"
"SP";"EMILIANÓPOLIS";"Prefeito";"FRANCISCO BRESQUE";"14";"PTB";"Eleito";"1.159";"53,81"
"SP";"ENGENHEIRO COELHO";"Prefeito";"ROSEMEIRE MARIA GUIDOTTI SCHOLL";"45";"PSDB";"Eleito";"3.389";"42,09"
"SP";"ESPÍRITO SANTO DO PINHAL";"Prefeito";"PAULO KLINGER COSTA";"11";"PP";"Eleito";"14.877";"61,41"
"SP";"ESPÍRITO SANTO DO TURVO";"Prefeito";"JOÃO ADIRSON PACHECO";"45";"PSDB";"Eleito";"1.553";"53,85"
"SP";"ESTIVA GERBI";"Prefeito";"RAFAEL OTAVIO DEL JUDICE";"25";"DEM";"Eleito";"4.280";"66,61"
"SP";"ESTRELA DO NORTE";"Prefeito";"DEHON APARECIDO TOSO";"22";"PR";"Eleito";"1.268";"60,55"
"SP";"ESTRELA D'OESTE";"Prefeito";"ANA APARECIDA GOMES";"11";"PP";"Eleito";"2.974";"50,81"
"SP";"EUCLIDES DA CUNHA PAULISTA";"Prefeito";"EDIBERTO APARECIDO ZAUPA";"14";"PTB";"Eleito";"3.425";"55,21"
"SP";"FARTURA";"Prefeito";"PAULO AMAMURA";"15";"PMDB";"Eleito";"3.788";"39,40"
"SP";"FERNANDO PRESTES";"Prefeito";"BENTO LUCHETTI JUNIOR";"45";"PSDB";"Eleito";"3.601";"100,00"
"SP";"FERNANDÓPOLIS";"Prefeito";"LUIZ VILAR DE SIQUEIRA";"25";"DEM";"Eleito";"15.808";"42,99"
"SP";"FERNÃO";"Prefeito";"ADÉLCIO APARECIDO MARTINS";"22";"PR";"Eleito";"546";"42,36"
"SP";"FERRAZ DE VASCONCELOS";"Prefeito";"JORGE ABISSAMRA";"40";"PSB";"Eleito";"42.567";"52,36"
"SP";"FLORA RICA";"Prefeito";"PAULO ROGERIO FLORENTINO DE FARIA";"15";"PMDB";"Eleito";"746";"93,25"
"SP";"FLOREAL";"Prefeito";"GILBERTO DE GRANDE";"25";"DEM";"Eleito";"1.631";"100,00"
"SP";"FLÓRIDA PAULISTA";"Prefeito";"GERSON VERONESI FERRACINI";"15";"PMDB";"Eleito";"3.177";"48,01"
"SP";"FLORÍNEA";"Prefeito";"RODRIGO SIQUEIRA DA SILVA";"45";"PSDB";"Eleito";"1.362";"100,00"
"SP";"FRANCA";"Prefeito";"SIDNEI FRANCO DA ROCHA";"45";"PSDB";"Eleito";"110.476";"66,91"
"SP";"FRANCISCO MORATO";"Prefeito";"JOSE APARECIDO BRESSANE";"13";"PT";"Eleito";"29.388";"42,12"
"SP";"FRANCO DA ROCHA";"Prefeito";"MARCIO CECCHETTINI";"45";"PSDB";"Eleito";"42.448";"66,69"
"SP";"GABRIEL MONTEIRO";"Prefeito";"RENEE CREMA VIDOTO";"45";"PSDB";"Eleito";"1.754";"100,00"
"SP";"GÁLIA";"Prefeito";"RENATO INÁCIO GONÇALVES";"12";"PDT";"Eleito";"2.314";"57,50"
"SP";"GARÇA";"Prefeito";"CORNELIO CEZAR KEMP MARCONDES";"22";"PR";"Eleito";"11.819";"51,00"
"SP";"GASTÃO VIDIGAL";"Prefeito";"CARLOS NEY DE CASTILHO";"40";"PSB";"Eleito";"2.241";"82,75"
"SP";"GAVIÃO PEIXOTO";"Prefeito";"RONIVALDO SAMPAIO FRATUCI";"12";"PDT";"Eleito";"997";"34,96"
"SP";"GENERAL SALGADO";"Prefeito";"MAURO GILBERTO FANTINI";"14";"PTB";"Eleito";"3.801";"58,51"
"SP";"GETULINA";"Prefeito";"MANOEL ROGERIO ZABEU MIOTELLO";"45";"PSDB";"Eleito";"5.458";"100,00"
"SP";"GLICÉRIO";"Prefeito";"ENÉAS XAVIER DA CUNHA";"15";"PMDB";"Eleito";"1.763";"52,30"
"SP";"GUAIÇARA";"Prefeito";"OSVALDO AFONSO COSTA";"45";"PSDB";"Eleito";"4.312";"68,94"
"SP";"GUAIMBÊ";"Prefeito";"VALDIR ACHILLES";"45";"PSDB";"Eleito";"1.716";"50,86"
"SP";"GUAÍRA";"Prefeito";"JOSÉ CARLOS AUGUSTO";"25";"DEM";"Eleito";"8.645";"37,46"
"SP";"GUAPIAÇU";"Prefeito";"MARIA IVANETE HERNANDES VETORASSO";"45";"PSDB";"Eleito";"5.215";"46,48"
"SP";"GUAPIARA";"Prefeito";"FLAVIO DE LIMA";"45";"PSDB";"Eleito";"7.335";"97,15"
"SP";"GUARÁ";"Prefeito";"MARCO AURÉLIO MIGLIORI";"45";"PSDB";"Eleito";"8.938";"73,35"
"SP";"GUARAÇAÍ";"Prefeito";"ALCEU CANDIDO CAETANO";"45";"PSDB";"Eleito";"3.672";"64,96"
"SP";"GUARACI";"Prefeito";"RENATO AZEDA RIBEIRO DE AGUIAR";"23";"PPS";"Eleito";"3.809";"57,65"
